Foundation Reactions,,,,,,,,,,
,,,,,,,,,,
"Foundation Reactions, First-order linear, Strength Factors",,,,,,,,,,
,,,,,,,,,,
Supports,,,,,,,,,,
Support,"Support
rotation
[°]",Column Ref.,"Column
rotation
[°]",Combination,Reactions,,,,,
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,276.0,0.5,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,276.1,0.5,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,202.7,12.9,-16.4,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,201.6,12.9,-16.4,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,193.2,20.6,-9.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,192.1,20.6,-9.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,194.5,-16.5,12.4,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,196.2,-16.6,12.4,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,185.0,-8.8,19.7,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,186.6,-8.9,19.7,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,194.7,8.4,2.9,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,195.7,8.3,2.9,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,185.2,16.1,10.2,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,186.1,16.0,10.2,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,202.2,3.6,7.3,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,201.3,3.6,7.3,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,192.7,11.3,14.6,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,191.8,11.4,14.6,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,75.3,14.6,-19.1,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,74.1,14.7,-19.1,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,64.2,23.6,-10.6,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,63.0,23.6,-10.6,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,65.8,-19.7,14.5,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,67.7,-19.8,14.5,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,54.7,-10.7,23.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,56.6,-10.8,23.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,66.1,9.3,3.4,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,67.1,9.3,3.4,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,54.9,18.3,11.9,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,56.0,18.3,11.9,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,74.8,3.8,8.5,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,73.7,3.8,8.5,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,63.7,12.8,17.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,62.6,12.8,17.0,0.0,0.0,0.0
SUP 2/C,0.0000,SC 2/C (UC 254x254x89),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,48.2,0.0,-1.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,48.1,0.2,-1.2,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,48.2,-0.2,-0.7,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,48.2,-0.4,-1.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,48.2,0.4,-1.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,35.1,6.8,-2.0,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,35.1,6.8,-2.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,33.2,14.0,-5.3,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,33.2,14.0,-5.3,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,35.6,-14.1,-6.4,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,35.6,-14.1,-6.4,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,33.7,-7.0,-9.7,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,33.7,-7.0,-9.7,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,36.2,9.8,6.7,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,36.2,9.8,6.7,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,34.3,17.0,3.4,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,34.3,17.0,3.4,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,37.6,3.2,-4.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,37.3,3.2,-4.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,35.7,10.4,-7.3,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,35.5,10.4,-7.3,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,16.4,7.9,-1.8,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,16.4,7.9,-1.8,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,14.2,16.3,-5.6,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,14.2,16.3,-5.6,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,16.9,-16.5,-6.9,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,16.9,-16.5,-6.9,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,14.8,-8.1,-10.7,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,14.8,-8.1,-10.7,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,17.6,11.4,8.4,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,17.6,11.4,8.4,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,15.5,19.8,4.6,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,15.5,19.8,4.6,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,19.3,3.8,-4.1,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,19.0,3.8,-4.1,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,17.1,12.1,-7.9,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,16.8,12.1,-7.9,0.0,0.0,0.0
SUP 2/E,0.0000,SC 2/E (UC 254x254x89),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,110.6,0.0,0.4,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,110.6,-0.2,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,110.6,0.2,0.8,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,110.6,-0.4,0.4,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,110.6,0.4,0.4,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,86.7,15.0,-1.1,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,86.7,15.0,-1.1,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,85.7,28.6,-4.6,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,85.7,28.6,-4.6,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,86.8,-33.0,-5.6,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,86.8,-33.0,-5.6,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,85.8,-19.5,-9.1,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,85.8,-19.5,-9.1,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,86.5,16.8,8.2,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,86.5,16.8,8.2,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,85.5,30.3,4.6,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,85.5,30.3,4.6,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,86.8,5.1,-3.2,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,86.8,5.1,-3.2,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,85.8,18.6,-6.7,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,85.8,18.6,-6.7,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,37.6,17.5,-1.5,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,37.6,17.5,-1.5,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,36.5,33.3,-5.6,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,36.5,33.3,-5.6,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,37.7,-38.5,-6.8,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,37.7,-38.5,-6.8,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,36.6,-22.7,-10.8,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,36.6,-22.7,-10.8,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,37.3,19.6,9.3,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,37.3,19.6,9.3,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,36.2,35.4,5.2,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,36.2,35.4,5.2,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,37.7,5.9,-4.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,37.7,5.9,-4.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,36.5,21.7,-8.1,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,36.5,21.7,-8.1,0.0,0.0,0.0
SUP 3/B,0.0000,SC 3/B (UC 254x254x89),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,190.3,-0.9,-0.1,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,190.4,-1.0,-0.1,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,190.2,-0.9,-0.1,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,190.6,-1.1,-0.1,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,190.0,-0.8,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,150.4,-10.1,-5.7,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,149.1,-10.2,-6.1,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,147.8,-15.4,-2.9,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,146.4,-15.5,-3.3,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,146.5,-2.9,1.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,144.4,-2.8,1.6,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,143.9,-8.2,3.8,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,141.7,-8.1,4.4,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,149.8,-7.0,-0.1,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,148.3,-7.0,0.3,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,147.1,-12.3,2.7,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,145.6,-12.3,3.0,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,134.3,13.6,7.2,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,132.2,13.5,6.8,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,131.6,8.3,10.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,129.5,8.2,9.6,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,63.7,-11.2,-6.6,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,62.1,-11.4,-7.0,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,60.6,-17.4,-3.3,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,59.0,-17.5,-3.8,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,59.2,-2.8,1.2,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,56.7,-2.7,1.9,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,56.1,-9.0,4.5,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,53.6,-8.9,5.2,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,63.0,-7.6,0.0,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,61.2,-7.6,0.3,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,59.9,-13.8,3.2,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,58.1,-13.7,3.6,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,44.9,16.4,8.4,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,42.5,16.3,8.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,41.7,10.3,11.7,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,39.4,10.1,11.2,0.0,0.0,0.0
SUP 3/C,0.0000,SC 3/C (UC 254x254x89),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,8.8,0.0,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,8.8,0.0,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,8.8,0.0,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,8.8,0.0,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,8.9,0.0,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,4.6,-6.6,-2.0,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,4.3,-6.6,-2.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,3.4,-13.1,-7.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,3.1,-13.1,-7.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,5.4,-2.6,-5.1,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,5.6,-2.6,-5.1,0.0,0.0,0.0
