Foundation Reactions,,,,,,,,,,
,,,,,,,,,,
"Foundation Reactions, First-order linear, Strength Factors",,,,,,,,,,
,,,,,,,,,,
Supports,,,,,,,,,,
Support,"Support
rotation
[°]",Column Ref.,"Column
rotation
[°]",Combination,Reactions,,,,,
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,4.2,-9.2,-10.2,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,4.4,-9.2,-10.2,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,3.6,-11.1,11.5,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,3.9,-11.1,11.5,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,2.5,-17.7,6.4,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,2.7,-17.7,6.4,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,6.5,14.9,-9.6,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,6.2,14.9,-9.6,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,5.3,8.4,-14.7,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,5.1,8.4,-14.7,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,4.4,-7.6,-2.4,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,4.0,-7.6,-2.4,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,3.0,-15.3,-8.3,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,2.6,-15.3,-8.3,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,5.3,-3.1,-6.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,5.5,-3.1,-6.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,3.9,-10.7,-11.9,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,4.1,-10.7,-11.9,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,3.2,-13.0,13.4,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,3.5,-13.0,13.4,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,1.8,-20.6,7.4,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,2.1,-20.6,7.4,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,6.6,17.4,-11.2,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,6.3,17.4,-11.2,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,5.2,9.8,-17.1,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,4.9,9.8,-17.1,0.0,0.0,0.0
SUP 3/E,0.0000,SC 3/E (UC 254x254x89),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,148.4,-0.9,0.3,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,148.4,-1.0,0.3,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,148.4,-0.8,0.3,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,148.4,-0.8,0.3,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,148.4,-1.0,0.4,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,116.9,-15.8,0.8,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,117.0,-13.8,0.2,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,115.8,-24.3,0.9,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,115.9,-22.4,0.4,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,117.2,4.0,-1.9,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,117.1,1.2,-1.1,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,116.2,-4.6,-1.8,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,116.1,-7.3,-1.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,117.1,-3.1,-1.2,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,117.1,-4.6,-0.8,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,116.1,-11.6,-1.1,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,116.0,-13.2,-0.7,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,116.5,10.0,3.3,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,116.6,11.9,2.8,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,115.5,1.5,3.4,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,115.5,3.3,2.9,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,49.9,-17.9,0.7,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,50.0,-15.6,0.1,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,48.7,-27.8,0.9,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,48.8,-25.6,0.2,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,50.3,5.2,-2.5,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,50.2,2.0,-1.5,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,49.1,-4.8,-2.3,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,49.0,-8.0,-1.4,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,50.2,-3.1,-1.7,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,50.1,-4.9,-1.1,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,49.0,-13.1,-1.5,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,48.9,-14.8,-1.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,49.5,12.2,3.6,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,49.5,14.4,3.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,48.2,2.3,3.8,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,48.3,4.4,3.2,0.0,0.0,0.0
SUP 4/A,0.0000,SC 4/A (UC 152x152x30),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,113.5,1.1,7.7,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,113.2,1.6,3.7,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,113.8,0.6,11.8,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,112.6,-2.5,9.9,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,114.4,4.7,5.6,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,90.8,17.7,-107.8,0.0,0.0,0.1
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,50.6,9.2,-86.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,62.4,9.1,-98.3,0.0,0.0,0.1
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,22.2,0.6,-76.5,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,51.1,-70.2,67.8,0.0,0.0,-0.1
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,31.6,-57.5,52.9,0.0,0.0,-0.1
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,22.8,-78.9,77.3,0.0,0.0,-0.1
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,3.3,-66.2,62.4,0.0,0.0,-0.1
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,81.5,-33.8,115.6,0.0,0.0,-0.1
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,56.4,-27.3,94.0,0.0,0.0,-0.1
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,53.2,-42.5,125.2,0.0,0.0,-0.1
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,28.2,-36.0,103.6,0.0,0.0,-0.1
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,152.1,88.4,-37.7,0.0,0.0,0.1
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,99.4,79.7,-34.2,0.0,0.0,0.1
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,123.7,79.8,-28.2,0.0,0.0,0.1
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,71.1,71.0,-24.6,0.0,0.0,0.1
,,,,22 (Final) Cb5.1-D+1.4W,46.7,20.0,-129.3,0.0,0.0,0.1
,,,,23 (Final) Cb5.2-D+1.4W,-0.1,10.0,-103.9,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,13.6,9.9,-118.2,0.0,0.0,0.1
,,,,25 (Final) Cb5.4-D+1.4W,-33.2,-0.1,-92.8,0.0,0.0,0.1
,,,,26 (Final) Cb5.5-D+1.4W,0.5,-82.6,75.5,0.0,0.0,-0.1
,,,,27 (Final) Cb5.6-D+1.4W,-22.3,-67.8,58.1,0.0,0.0,-0.1
,,,,28 (Final) Cb5.7-D+1.4W,-32.5,-92.7,86.7,0.0,0.0,-0.1
,,,,29 (Final) Cb5.8-D+1.4W,-55.3,-77.9,69.3,0.0,0.0,-0.1
,,,,30 (Final) Cb5.9-D+1.4W,35.9,-40.2,131.3,0.0,0.0,-0.1
,,,,31 (Final) Cb5.10-D+1.4W,6.6,-32.6,106.2,0.0,0.0,-0.1
,,,,32 (Final) Cb5.11-D+1.4W,2.9,-50.3,142.5,0.0,0.0,-0.1
,,,,33 (Final) Cb5.12-D+1.4W,-26.3,-42.7,117.3,0.0,0.0,-0.1
,,,,34 (Final) Cb5.13-D+1.4W,118.3,102.4,-47.5,0.0,0.0,0.1
,,,,35 (Final) Cb5.14-D+1.4W,56.8,92.2,-43.4,0.0,0.0,0.1
,,,,36 (Final) Cb5.15-D+1.4W,85.2,92.3,-36.4,0.0,0.0,0.1
,,,,37 (Final) Cb5.16-D+1.4W,23.8,82.2,-32.3,0.0,0.0,0.1
SUP 4/D,0.0000,SC 4/D (UC 152x152x30),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,87.6,-3.7,-7.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,87.9,-4.2,-8.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,87.4,-3.2,-6.1,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,88.7,-4.1,-6.9,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,86.6,-3.2,-7.2,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,74.0,-28.3,-31.9,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,47.6,-24.1,-27.1,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,51.0,-38.9,-39.9,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,24.6,-34.6,-35.2,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,128.5,-32.2,-14.2,0.0,0.0,-0.1
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,86.9,-27.2,-13.5,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,105.6,-42.8,-22.2,0.0,0.0,-0.1
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,63.9,-37.8,-21.6,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,70.5,11.1,40.2,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,39.0,4.7,34.2,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,47.4,0.6,32.1,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,15.9,-5.8,26.1,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,22.9,45.8,-8.3,0.0,0.0,0.1
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,4.7,38.0,-12.1,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,-0.3,35.2,-16.4,0.0,0.0,0.1
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,-18.5,27.4,-20.2,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,44.6,-32.3,-33.8,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,13.8,-27.4,-28.3,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,17.8,-44.6,-43.2,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,-13.0,-39.7,-37.7,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,108.3,-36.9,-13.2,0.0,0.0,-0.1
,,,,27 (Final) Cb5.6-D+1.4W,59.7,-31.0,-12.4,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,81.5,-49.2,-22.6,0.0,0.0,-0.1
,,,,29 (Final) Cb5.8-D+1.4W,32.9,-43.3,-21.8,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,40.6,13.7,50.3,0.0,0.0,-0.1
,,,,31 (Final) Cb5.10-D+1.4W,3.8,6.2,43.3,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,13.6,1.4,40.9,0.0,0.0,-0.1
,,,,33 (Final) Cb5.12-D+1.4W,-23.1,-6.1,33.8,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,-14.9,54.1,-6.4,0.0,0.0,0.1
,,,,35 (Final) Cb5.14-D+1.4W,-36.2,45.1,-10.8,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,-42.0,41.8,-15.8,0.0,0.0,0.1
,,,,37 (Final) Cb5.16-D+1.4W,-63.2,32.7,-20.2,0.0,0.0,0.0
SUP 5/#6,0.0000,SC 5/#6 (UC 254x254x107),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,106.1,-1.1,1.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,104.1,-1.1,0.8,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,108.1,-1.0,1.3,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,108.3,-1.1,1.1,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,104.0,-1.1,1.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,6.4,-6.0,-4.8,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,-5.0,-4.7,-4.9,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,-13.0,-7.6,-4.0,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,-24.4,-6.2,-4.0,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,230.8,4.2,0.7,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,145.4,2.2,1.1,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,211.5,2.6,1.5,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,126.1,0.7,2.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,203.7,2.7,5.7,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,140.5,1.6,6.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,184.5,1.2,6.5,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,121.4,0.1,6.8,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,-31.3,-4.3,2.5,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,-42.4,-3.0,2.4,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,-50.7,-5.8,3.3,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,-61.8,-4.5,3.3,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,-44.8,-6.4,-6.2,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,-58.1,-4.8,-6.3,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,-67.4,-8.2,-5.3,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,-80.7,-6.6,-5.3,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,217.0,5.5,0.2,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,117.4,3.2,0.7,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,194.5,3.7,1.2,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,94.9,1.4,1.7,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,185.4,3.8,6.1,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,111.7,2.5,6.4,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,163.1,2.0,7.0,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,89.4,0.8,7.4,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,-88.7,-4.4,2.3,0.0,0.0,-0.1
,,,,35 (Final) Cb5.14-D+1.4W,-101.7,-2.9,2.3,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,-111.4,-6.2,3.3,0.0,0.0,-0.1
,,,,37 (Final) Cb5.16-D+1.4W,-124.4,-4.7,3.2,0.0,0.0,0.0
SUP 5/#7,0.0000,SC 5/#7 (UC 254x254x107),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,35.5,0.0,-1.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,37.8,0.0,-1.3,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,33.2,0.0,-0.8,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,33.1,0.0,-1.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,38.0,0.0,-1.1,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,144.5,0.0,-8.4,0.0,0.0,-0.3
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,103.3,0.0,-7.2,0.0,0.0,-0.2
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,142.4,0.0,-7.2,0.0,0.0,-0.3
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,101.1,0.0,-6.0,0.0,0.0,-0.2
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,-110.7,0.1,0.6,0.0,0.0,0.4
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,-68.8,0.0,1.2,0.0,0.0,0.2
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,-113.0,0.1,1.8,0.0,0.0,0.4
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,-71.0,0.0,2.4,0.0,0.0,0.2
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,-91.9,0.0,5.4,0.0,0.0,0.3
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,-70.7,0.0,6.0,0.0,0.0,0.2
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,-94.2,0.0,6.6,0.0,0.0,0.3
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,-73.1,0.0,7.3,0.0,0.0,0.2
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,175.6,-0.1,-1.1,0.0,0.0,-0.4
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,137.1,0.0,0.0,0.0,0.0,-0.3
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,173.6,-0.1,0.1,0.0,0.0,-0.4
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,135.0,0.0,1.2,0.0,0.0,-0.3
,,,,22 (Final) Cb5.1-D+1.4W,155.4,-0.1,-9.4,0.0,0.0,-0.3
,,,,23 (Final) Cb5.2-D+1.4W,107.3,0.0,-8.0,0.0,0.0,-0.2
,,,,24 (Final) Cb5.3-D+1.4W,152.9,-0.1,-8.0,0.0,0.0,-0.3
,,,,25 (Final) Cb5.4-D+1.4W,104.8,0.0,-6.6,0.0,0.0,-0.2
,,,,26 (Final) Cb5.5-D+1.4W,-142.4,0.1,1.1,0.0,0.0,0.4
,,,,27 (Final) Cb5.6-D+1.4W,-93.5,0.0,1.8,0.0,0.0,0.3
,,,,28 (Final) Cb5.7-D+1.4W,-145.0,0.1,2.5,0.0,0.0,0.4
,,,,29 (Final) Cb5.8-D+1.4W,-96.1,0.0,3.2,0.0,0.0,0.3
,,,,30 (Final) Cb5.9-D+1.4W,-120.4,0.1,6.7,0.0,0.0,0.4
,,,,31 (Final) Cb5.10-D+1.4W,-95.8,0.0,7.4,0.0,0.0,0.3
,,,,32 (Final) Cb5.11-D+1.4W,-123.1,0.1,8.1,0.0,0.0,0.4
,,,,33 (Final) Cb5.12-D+1.4W,-98.5,0.0,8.9,0.0,0.0,0.3
,,,,34 (Final) Cb5.13-D+1.4W,191.7,-0.1,-0.9,0.0,0.0,-0.4
,,,,35 (Final) Cb5.14-D+1.4W,146.7,-0.1,0.4,0.0,0.0,-0.3
,,,,36 (Final) Cb5.15-D+1.4W,189.2,-0.1,0.6,0.0,0.0,-0.4
,,,,37 (Final) Cb5.16-D+1.4W,144.3,-0.1,1.9,0.0,0.0,-0.3
SUP #6/#8,0.0000,SC #6/#8 (UC 254x254x107),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,42.6,-1.1,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,42.6,-1.1,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,42.6,-1.1,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,42.6,-1.1,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,42.6,-1.1,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,35.2,-4.9,-0.1,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,35.2,-3.9,-0.4,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,35.2,-6.4,0.0,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,35.2,-5.5,-0.3,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,35.2,2.6,-0.9,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,35.2,1.2,-0.6,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,35.2,1.0,-0.8,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,35.2,-0.4,-0.4,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,35.2,1.4,-0.4,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,35.2,0.6,-0.2,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,35.2,-0.2,-0.3,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,35.2,-1.0,-0.1,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,35.2,-2.7,1.4,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,35.2,-1.7,1.2,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,35.2,-4.2,1.5,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,35.2,-3.3,1.3,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,22.0,-5.1,-0.2,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,22.0,-3.9,-0.4,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,22.0,-6.9,0.0,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,22.0,-5.7,-0.3,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,22.0,3.6,-1.1,0.0,0.0,0.0
