Foundation Reactions,,,,,,,,,,
,,,,,,,,,,
"Foundation Reactions, First-order linear, Strength Factors",,,,,,,,,,
,,,,,,,,,,
Supports,,,,,,,,,,
Support,"Support
rotation
[°]",Column Ref.,"Column
rotation
[°]",Combination,Reactions,,,,,
,,,,,"Fvert
[kN]","Fmajor
[kN]","Fminor
[kN]","Mmajor
[kNm]","Mminor
[kNm]","Mtor
[kNm]"
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,2.7,0.0,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,2.7,0.0,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,2.7,0.0,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,2.7,0.0,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,-0.8,-6.6,-2.0,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,-0.8,-6.6,-2.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,-1.8,-13.1,-7.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,-1.8,-13.1,-7.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,1.6,-2.6,-5.1,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,1.3,-2.6,-5.1,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,0.5,-9.2,-10.2,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,0.2,-9.2,-10.2,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,-0.2,-11.1,11.5,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,-0.2,-11.1,11.5,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,-1.3,-17.7,6.4,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,-1.3,-17.7,6.4,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,0.1,14.9,-9.6,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,0.1,14.9,-9.6,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,-1.0,8.4,-14.7,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,-1.0,8.4,-14.7,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,-0.2,-7.6,-2.4,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,-0.2,-7.6,-2.4,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,-1.4,-15.3,-8.3,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,-1.4,-15.3,-8.3,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,2.5,-3.1,-6.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,2.2,-3.1,-6.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,1.3,-10.7,-11.9,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,1.0,-10.7,-11.9,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,0.4,-13.0,13.4,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,0.4,-13.0,13.4,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,-0.8,-20.6,7.4,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,-0.8,-20.6,7.4,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,0.8,17.4,-11.2,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,0.8,17.4,-11.2,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,-0.4,9.8,-17.1,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,-0.4,9.8,-17.1,0.0,0.0,0.0
SUP 3/E,0.0000,SC 3/E (UC 152x152x30),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,141.4,-0.3,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,141.4,-0.2,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,141.4,-0.3,0.1,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,141.4,-0.3,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,141.4,-0.2,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,111.0,-9.0,-0.7,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,111.0,-9.0,-0.7,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,110.0,-17.4,-0.6,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,110.0,-17.4,-0.6,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,111.0,-3.6,0.1,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,111.0,-3.6,0.1,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,109.9,-12.0,0.2,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,109.9,-12.0,0.2,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,110.9,-9.3,0.1,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,110.9,-9.3,0.1,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,109.9,-17.6,0.2,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,109.9,-17.6,0.2,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,110.9,18.5,0.6,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,110.9,18.5,0.6,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,109.9,10.1,0.6,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,109.9,10.1,0.6,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,45.4,-10.4,-0.8,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,45.4,-10.4,-0.8,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,44.2,-20.1,-0.8,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,44.2,-20.1,-0.8,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,45.3,-4.0,0.1,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,45.3,-4.0,0.1,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,44.1,-13.8,0.2,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,44.1,-13.8,0.2,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,45.3,-10.6,0.1,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,45.3,-10.6,0.1,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,44.0,-20.4,0.2,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,44.0,-20.4,0.2,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,45.3,21.7,0.6,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,45.3,21.7,0.6,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,44.0,11.9,0.7,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,44.0,11.9,0.7,0.0,0.0,0.0
SUP 4/A,0.0000,SC 4/A (UC 152x152x23),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,74.0,-1.3,-0.5,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,72.6,-1.0,-2.5,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,75.3,-1.6,1.4,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,74.6,-3.2,0.5,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,73.4,0.6,-1.6,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,-2.0,8.3,-55.1,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,-7.3,4.4,-44.9,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,-13.3,4.1,-49.9,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,-18.5,0.2,-39.8,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,96.0,-42.9,16.5,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,64.2,-34.9,16.6,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,84.9,-47.1,21.6,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,53.1,-39.2,21.7,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,128.9,-19.5,49.6,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,92.6,-15.2,38.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,117.8,-23.7,54.8,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,81.5,-19.4,43.1,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,25.9,50.5,-8.5,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,9.2,45.3,-8.8,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,14.7,46.3,-3.3,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,-2.0,41.1,-3.6,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,-41.4,10.3,-64.1,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,-47.6,5.8,-52.2,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,-54.5,5.4,-58.1,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,-60.7,0.9,-46.2,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,72.9,-49.4,19.4,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,35.9,-40.1,19.5,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,60.0,-54.3,25.4,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,22.9,-45.1,25.5,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,111.3,-22.1,58.1,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,69.0,-17.1,44.5,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,98.4,-27.1,64.1,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,56.1,-22.0,50.5,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,-8.8,59.5,-9.7,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,-28.4,53.5,-10.1,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,-21.9,54.6,-3.7,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,-41.4,48.6,-4.1,0.0,0.0,0.0
SUP 4/D,0.0000,SC 4/D (UC 152x152x23),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,50.1,-1.2,-0.2,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,50.8,-1.6,-0.3,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,49.5,-0.8,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,50.8,-1.6,-0.1,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,49.5,-0.8,-0.2,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,81.0,-21.3,-5.1,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,54.3,-17.4,-4.9,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,71.6,-27.5,-10.6,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,44.8,-23.5,-10.5,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,83.6,-26.9,-3.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,51.4,-19.2,-2.9,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,74.2,-33.0,-8.5,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,41.9,-25.4,-8.4,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,7.2,9.2,11.2,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,-3.5,4.8,11.1,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,-2.4,3.1,5.6,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,-13.1,-1.3,5.6,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,9.0,34.5,-6.6,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,-5.6,28.7,-6.5,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,-0.5,28.4,-12.1,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,-15.1,22.5,-12.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,70.4,-24.3,-5.8,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,39.2,-19.7,-5.7,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,59.3,-31.5,-12.3,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,28.1,-26.9,-12.1,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,73.4,-30.8,-3.4,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,35.8,-21.9,-3.3,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,62.4,-38.0,-9.9,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,24.8,-29.1,-9.8,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,-15.8,11.3,13.1,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,-28.2,6.2,13.1,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,-26.9,4.1,6.7,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,-39.4,-1.0,6.6,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,-13.6,40.8,-7.6,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,-30.7,34.0,-7.5,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,-24.7,33.6,-14.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,-41.8,26.8,-14.0,0.0,0.0,0.0
SUP 4/E,0.0000,SC 4/E (UC 152x152x23),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,63.2,0.2,-0.5,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,64.0,0.2,-1.6,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,62.5,0.2,0.6,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,63.1,-0.6,-0.3,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,63.4,1.0,-0.8,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,88.2,-6.5,-39.7,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,47.0,-6.5,-28.8,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,66.7,-14.3,-38.7,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,25.5,-14.3,-27.7,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,26.6,-12.6,3.2,0.0,0.0,-0.2
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,26.7,-12.6,3.0,0.0,0.0,-0.2
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,5.0,-20.4,4.3,0.0,0.0,-0.2
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,5.1,-20.4,4.1,0.0,0.0,-0.2
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,17.3,-5.6,43.0,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,-3.1,-5.6,32.9,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,-4.2,-13.4,44.1,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,-24.7,-13.4,33.9,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,81.5,27.7,-7.6,0.0,0.0,0.3
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,61.4,27.7,-7.0,0.0,0.0,0.3
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,59.9,19.9,-6.5,0.0,0.0,0.3
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,39.9,19.9,-5.9,0.0,0.0,0.3
,,,,22 (Final) Cb5.1-D+1.4W,70.3,-7.7,-46.2,0.0,0.0,-0.1
,,,,23 (Final) Cb5.2-D+1.4W,22.2,-7.7,-33.4,0.0,0.0,-0.1
,,,,24 (Final) Cb5.3-D+1.4W,45.2,-16.8,-44.9,0.0,0.0,-0.1
,,,,25 (Final) Cb5.4-D+1.4W,-2.9,-16.8,-32.1,0.0,0.0,-0.1
,,,,26 (Final) Cb5.5-D+1.4W,-1.6,-14.8,3.9,0.0,0.0,-0.3
,,,,27 (Final) Cb5.6-D+1.4W,-1.5,-14.8,3.7,0.0,0.0,-0.3
,,,,28 (Final) Cb5.7-D+1.4W,-26.8,-24.0,5.1,0.0,0.0,-0.3
,,,,29 (Final) Cb5.8-D+1.4W,-26.7,-24.0,5.0,0.0,0.0,-0.3
,,,,30 (Final) Cb5.9-D+1.4W,-12.4,-6.6,50.4,0.0,0.0,-0.1
,,,,31 (Final) Cb5.10-D+1.4W,-36.3,-6.6,38.5,0.0,0.0,-0.1
,,,,32 (Final) Cb5.11-D+1.4W,-37.5,-15.7,51.7,0.0,0.0,-0.1
,,,,33 (Final) Cb5.12-D+1.4W,-61.4,-15.7,39.8,0.0,0.0,-0.1
,,,,34 (Final) Cb5.13-D+1.4W,62.5,32.2,-8.7,0.0,0.0,0.4
,,,,35 (Final) Cb5.14-D+1.4W,39.1,32.2,-7.9,0.0,0.0,0.4
,,,,36 (Final) Cb5.15-D+1.4W,37.3,23.1,-7.4,0.0,0.0,0.4
,,,,37 (Final) Cb5.16-D+1.4W,13.9,23.1,-6.7,0.0,0.0,0.4
SUP 5/#6,0.0000,SC 5/#6 (UC 152x152x37),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,72.9,-0.3,4.7,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,72.9,-0.3,4.2,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,73.0,-0.4,5.1,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,73.0,-0.4,4.7,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,72.9,-0.3,4.6,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,47.5,-0.9,-9.9,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,39.6,-0.9,-10.4,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,41.7,-2.3,-9.3,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,33.8,-2.3,-9.8,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,73.0,-1.0,6.5,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,48.6,-1.0,3.7,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,67.1,-2.4,7.2,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,42.8,-2.4,4.4,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,79.8,-1.6,16.3,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,57.5,-1.6,15.1,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,73.8,-3.0,16.9,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,51.5,-3.0,15.7,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,64.9,1.8,7.3,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,43.0,1.8,4.5,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,59.0,0.4,8.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,37.2,0.4,5.1,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,21.2,-0.8,-13.5,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,12.0,-0.8,-14.1,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,14.4,-2.5,-12.8,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,5.1,-2.5,-13.3,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,50.9,-0.9,5.7,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,22.5,-1.0,2.4,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,44.1,-2.6,6.4,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,15.6,-2.6,3.2,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,58.8,-1.6,17.0,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,32.8,-1.6,15.7,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,51.9,-3.3,17.7,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,25.9,-3.3,16.4,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,41.4,2.3,6.6,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,16.0,2.3,3.3,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,34.6,0.7,7.3,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,9.1,0.7,4.0,0.0,0.0,0.0
SUP #6/#8,0.0000,SC #6/#8 (UC 152x152x37),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,32.5,-0.4,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,32.5,-0.3,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,32.5,-0.4,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,32.5,-0.4,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,32.5,-0.3,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,26.6,-0.9,-0.5,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,26.6,-0.9,-0.5,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,26.6,-2.4,-0.4,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,26.6,-2.4,-0.4,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,26.6,-1.0,0.1,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,26.6,-1.0,0.1,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,26.6,-2.5,0.1,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,26.6,-2.5,0.1,0.0,0.0,0.0
