Foundation Reactions,,,,,,,,,,
,,,,,,,,,,
"Foundation Reactions, First-order linear, Strength Factors",,,,,,,,,,
,,,,,,,,,,
Supports,,,,,,,,,,
Support,"Support
rotation
[°]",Column Ref.,"Column
rotation
[°]",Combination,Reactions,,,,,
,,,,,"Fvert
[kN]","Fmajor
[kN]","Fminor
[kN]","Mmajor
[kNm]","Mminor
[kNm]","Mtor
[kNm]"
,,,,30 (Final) Cb5.9-D+1.4W,62.6,-7.4,-0.1,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,61.0,-7.4,0.3,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,59.6,-13.7,3.2,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,58.0,-13.6,3.6,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,45.1,16.3,8.5,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,42.7,16.2,8.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,42.1,10.1,11.7,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,39.7,10.0,11.3,0.0,0.0,0.0
SUP 3/C,0.0000,SC 3/C (UC 254x254x89),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,17.9,0.1,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,17.9,0.1,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,17.9,0.1,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,17.9,0.1,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,17.9,0.1,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,10.7,-6.4,-2.0,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,9.2,-6.5,-2.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,7.6,-13.0,-7.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,6.2,-13.0,-7.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,13.3,-2.5,-5.1,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,11.8,-2.5,-5.1,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,10.3,-9.1,-10.2,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,8.8,-9.1,-10.2,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,9.8,-11.0,11.5,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,8.9,-11.0,11.5,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,6.8,-17.6,6.4,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,5.9,-17.6,6.4,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,12.1,15.0,-9.6,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,10.5,15.0,-9.6,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,9.1,8.4,-14.7,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,7.5,8.4,-14.7,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,7.3,-7.6,-2.4,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,5.7,-7.6,-2.4,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,3.8,-15.3,-8.3,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,2.2,-15.3,-8.3,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,10.4,-3.0,-6.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,8.7,-3.0,-6.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,6.9,-10.6,-11.9,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,5.2,-10.7,-11.9,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,6.4,-12.9,13.4,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,5.3,-12.9,13.4,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,2.8,-20.6,7.4,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,1.8,-20.6,7.4,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,9.1,17.4,-11.2,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,7.1,17.4,-11.2,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,5.5,9.8,-17.1,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,3.6,9.7,-17.1,0.0,0.0,0.0
SUP 3/E,0.0000,SC 3/E (UC 254x254x89),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,148.5,-0.7,0.3,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,148.5,-0.8,0.3,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,148.5,-0.6,0.3,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,148.5,-0.6,0.2,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,148.5,-0.8,0.3,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,116.9,-16.0,0.8,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,117.0,-13.9,0.3,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,115.9,-24.6,1.0,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,115.9,-22.6,0.4,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,117.3,4.5,-2.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,117.2,1.6,-1.2,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,116.2,-4.2,-1.9,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,116.1,-7.0,-1.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,117.2,-2.7,-1.3,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,117.1,-4.3,-0.8,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,116.1,-11.3,-1.2,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,116.0,-12.9,-0.7,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,116.5,9.9,3.3,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,116.6,11.8,2.8,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,115.5,1.3,3.5,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,115.5,3.2,2.9,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,49.9,-18.2,0.8,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,50.0,-15.8,0.1,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,48.7,-28.3,0.9,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,48.8,-25.9,0.3,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,50.3,5.6,-2.5,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,50.2,2.3,-1.6,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,49.1,-4.4,-2.4,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,49.0,-7.8,-1.4,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,50.2,-2.7,-1.7,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,50.1,-4.6,-1.2,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,49.0,-12.8,-1.6,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,48.9,-14.6,-1.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,49.5,12.0,3.7,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,49.5,14.2,3.1,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,48.2,1.9,3.9,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,48.3,4.1,3.2,0.0,0.0,0.0
SUP 4/A,0.0000,SC 4/A (UC 152x152x30),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,113.7,0.6,8.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,113.4,1.1,4.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,114.0,0.1,12.1,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,112.8,-3.0,10.2,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,114.6,4.2,5.9,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,90.8,17.3,-107.5,0.0,0.0,0.1
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,50.7,8.8,-85.7,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,62.4,8.7,-97.9,0.0,0.0,0.1
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,22.4,0.2,-76.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,51.3,-70.5,67.8,0.0,0.0,-0.1
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,31.8,-57.9,53.0,0.0,0.0,-0.1
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,23.0,-79.2,77.4,0.0,0.0,-0.1
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,3.5,-66.5,62.6,0.0,0.0,-0.1
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,81.7,-34.1,115.6,0.0,0.0,-0.1
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,56.6,-27.6,94.1,0.0,0.0,-0.1
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,53.5,-42.8,125.3,0.0,0.0,-0.1
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,28.4,-36.3,103.8,0.0,0.0,-0.1
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,152.1,88.0,-37.5,0.0,0.0,0.1
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,99.6,79.3,-33.9,0.0,0.0,0.1
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,123.8,79.4,-27.9,0.0,0.0,0.1
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,71.3,70.7,-24.3,0.0,0.0,0.1
,,,,22 (Final) Cb5.1-D+1.4W,46.6,19.8,-129.1,0.0,0.0,0.1
,,,,23 (Final) Cb5.2-D+1.4W,-0.1,9.9,-103.7,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,13.6,9.7,-117.9,0.0,0.0,0.1
,,,,25 (Final) Cb5.4-D+1.4W,-33.1,-0.2,-92.5,0.0,0.0,0.1
,,,,26 (Final) Cb5.5-D+1.4W,0.5,-82.7,75.4,0.0,0.0,-0.1
,,,,27 (Final) Cb5.6-D+1.4W,-22.2,-67.9,58.1,0.0,0.0,-0.1
,,,,28 (Final) Cb5.7-D+1.4W,-32.4,-92.8,86.6,0.0,0.0,-0.1
,,,,29 (Final) Cb5.8-D+1.4W,-55.2,-78.0,69.3,0.0,0.0,-0.1
,,,,30 (Final) Cb5.9-D+1.4W,36.0,-40.2,131.2,0.0,0.0,-0.1
,,,,31 (Final) Cb5.10-D+1.4W,6.8,-32.6,106.1,0.0,0.0,-0.1
,,,,32 (Final) Cb5.11-D+1.4W,3.1,-50.3,142.4,0.0,0.0,-0.1
,,,,33 (Final) Cb5.12-D+1.4W,-26.1,-42.8,117.3,0.0,0.0,-0.1
,,,,34 (Final) Cb5.13-D+1.4W,118.2,102.3,-47.4,0.0,0.0,0.1
,,,,35 (Final) Cb5.14-D+1.4W,56.9,92.1,-43.2,0.0,0.0,0.1
,,,,36 (Final) Cb5.15-D+1.4W,85.2,92.3,-36.3,0.0,0.0,0.1
,,,,37 (Final) Cb5.16-D+1.4W,23.9,82.1,-32.1,0.0,0.0,0.1
SUP 4/D,0.0000,SC 4/D (UC 152x152x30),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,82.7,-3.5,-6.9,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,83.0,-4.0,-7.9,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,82.5,-3.0,-5.9,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,83.8,-4.1,-6.7,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,81.7,-2.9,-7.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,71.0,-28.0,-31.8,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,45.5,-23.8,-27.1,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,49.5,-38.4,-39.9,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,23.9,-34.2,-35.2,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,124.0,-32.5,-14.0,0.0,0.0,-0.1
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,83.6,-27.4,-13.4,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,102.4,-43.0,-22.1,0.0,0.0,-0.1
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,62.1,-37.9,-21.5,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,67.3,11.2,40.4,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,36.7,4.8,34.3,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,45.6,0.7,32.3,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,15.1,-5.6,26.2,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,20.4,46.0,-8.3,0.0,0.0,0.1
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,3.2,38.2,-12.1,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,-1.4,35.5,-16.4,0.0,0.0,0.1
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,-18.6,27.8,-20.2,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,43.6,-32.1,-33.7,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,13.8,-27.2,-28.3,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,18.5,-44.3,-43.2,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,-11.3,-39.4,-37.7,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,105.4,-37.4,-13.0,0.0,0.0,-0.1
,,,,27 (Final) Cb5.6-D+1.4W,58.3,-31.4,-12.3,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,80.3,-49.6,-22.5,0.0,0.0,-0.1
,,,,29 (Final) Cb5.8-D+1.4W,33.2,-43.6,-21.8,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,39.3,13.6,50.4,0.0,0.0,-0.1
,,,,31 (Final) Cb5.10-D+1.4W,3.6,6.2,43.4,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,14.0,1.4,40.9,0.0,0.0,-0.1
,,,,33 (Final) Cb5.12-D+1.4W,-21.7,-5.9,33.9,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,-15.5,54.2,-6.4,0.0,0.0,0.1
,,,,35 (Final) Cb5.14-D+1.4W,-35.5,45.2,-10.8,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,-40.9,42.0,-15.8,0.0,0.0,0.1
,,,,37 (Final) Cb5.16-D+1.4W,-60.9,33.0,-20.3,0.0,0.0,0.0
SUP 5/#6,0.0000,SC 5/#6 (UC 254x254x107),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,106.3,-0.8,1.1,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,104.3,-0.9,0.8,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,108.3,-0.8,1.3,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,108.5,-0.8,1.1,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,104.1,-0.8,1.1,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,6.2,-6.3,-4.9,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,-5.1,-4.8,-4.9,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,-13.2,-8.0,-4.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,-24.5,-6.4,-4.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,231.2,4.9,0.8,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,145.7,2.7,1.2,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,211.9,3.3,1.6,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,126.4,1.1,2.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,204.1,3.3,5.8,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,140.8,2.1,6.1,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,184.8,1.7,6.6,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,121.6,0.5,6.9,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,-31.4,-4.5,2.4,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,-42.5,-3.1,2.4,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,-50.9,-6.2,3.2,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,-61.9,-4.7,3.2,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,-45.1,-6.9,-6.4,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,-58.3,-5.2,-6.4,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,-67.7,-8.8,-5.4,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,-80.9,-7.0,-5.4,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,217.4,6.2,0.4,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,117.6,3.7,0.8,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,194.9,4.3,1.3,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,95.1,1.8,1.8,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,185.7,4.3,6.2,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,112.0,2.9,6.5,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,163.3,2.4,7.2,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,89.6,1.1,7.5,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,-89.0,-4.8,2.2,0.0,0.0,-0.1
,,,,35 (Final) Cb5.14-D+1.4W,-101.9,-3.1,2.2,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,-111.7,-6.7,3.2,0.0,0.0,-0.1
,,,,37 (Final) Cb5.16-D+1.4W,-124.6,-5.0,3.2,0.0,0.0,0.0
SUP 5/#7,0.0000,SC 5/#7 (UC 254x254x107),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,35.0,0.0,-1.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,37.3,0.0,-1.2,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,32.7,0.0,-0.7,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,32.6,0.0,-0.9,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,37.5,0.0,-1.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,144.6,0.0,-8.5,0.0,0.0,-0.3
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,103.3,0.0,-7.3,0.0,0.0,-0.2
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,142.6,0.0,-7.3,0.0,0.0,-0.3
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,101.2,0.0,-6.1,0.0,0.0,-0.2
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,-111.5,0.1,0.7,0.0,0.0,0.4
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,-69.4,0.0,1.3,0.0,0.0,0.2
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,-113.6,0.1,1.9,0.0,0.0,0.4
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,-71.5,0.0,2.5,0.0,0.0,0.2
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,-92.5,0.0,5.5,0.0,0.0,0.3
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,-71.3,0.0,6.2,0.0,0.0,0.2
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,-94.7,0.0,6.7,0.0,0.0,0.3
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,-73.5,0.0,7.4,0.0,0.0,0.2
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,175.6,-0.1,-1.1,0.0,0.0,-0.4
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,137.0,0.0,0.0,0.0,0.0,-0.3
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,173.6,-0.1,0.1,0.0,0.0,-0.4
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,135.0,0.0,1.2,0.0,0.0,-0.3
,,,,22 (Final) Cb5.1-D+1.4W,155.7,-0.1,-9.5,0.0,0.0,-0.3
,,,,23 (Final) Cb5.2-D+1.4W,107.5,0.0,-8.1,0.0,0.0,-0.2
,,,,24 (Final) Cb5.3-D+1.4W,153.4,-0.1,-8.1,0.0,0.0,-0.3
,,,,25 (Final) Cb5.4-D+1.4W,105.1,0.0,-6.7,0.0,0.0,-0.2
,,,,26 (Final) Cb5.5-D+1.4W,-143.0,0.1,1.2,0.0,0.0,0.4
,,,,27 (Final) Cb5.6-D+1.4W,-93.9,0.0,1.8,0.0,0.0,0.3
,,,,28 (Final) Cb5.7-D+1.4W,-145.5,0.1,2.6,0.0,0.0,0.4
,,,,29 (Final) Cb5.8-D+1.4W,-96.4,0.0,3.3,0.0,0.0,0.3
,,,,30 (Final) Cb5.9-D+1.4W,-120.8,0.1,6.8,0.0,0.0,0.4
,,,,31 (Final) Cb5.10-D+1.4W,-96.1,0.0,7.6,0.0,0.0,0.3
,,,,32 (Final) Cb5.11-D+1.4W,-123.4,0.1,8.2,0.0,0.0,0.4
,,,,33 (Final) Cb5.12-D+1.4W,-98.7,0.0,9.0,0.0,0.0,0.3
,,,,34 (Final) Cb5.13-D+1.4W,191.9,-0.1,-1.0,0.0,0.0,-0.4
,,,,35 (Final) Cb5.14-D+1.4W,146.8,-0.1,0.4,0.0,0.0,-0.3
,,,,36 (Final) Cb5.15-D+1.4W,189.6,-0.1,0.5,0.0,0.0,-0.4
,,,,37 (Final) Cb5.16-D+1.4W,144.5,-0.1,1.8,0.0,0.0,-0.3
SUP #6/#8,0.0000,SC #6/#8 (UC 254x254x107),0.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,42.6,-0.8,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,42.6,-0.9,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,42.6,-0.8,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,42.6,-0.8,-0.1,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,42.6,-0.8,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,35.2,-5.2,-0.1,0.0,0.0,0.0
