Foundation Reactions,,,,,,,,,,
,,,,,,,,,,
"Foundation Reactions, First-order linear, Strength Factors",,,,,,,,,,
,,,,,,,,,,
Supports,,,,,,,,,,
Support,"Support
rotation
[°]",Column Ref.,"Column
rotation
[°]",Combination,Reactions,,,,,
,,,,,"Fvert
[kN]","Fmajor
[kN]","Fminor
[kN]","Mmajor
[kNm]","Mminor
[kNm]","Mtor
[kNm]"
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,116.0,-0.3,0.0,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,116.0,-0.3,0.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,116.0,-0.3,0.0,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,116.0,-0.3,0.0,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,116.0,0.1,0.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,116.0,0.1,0.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,116.0,0.1,0.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,116.0,0.1,0.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,39.8,0.4,0.0,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,39.8,0.4,0.0,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,39.8,0.4,0.0,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,39.8,0.4,0.0,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,39.8,-0.4,0.0,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,39.8,-0.4,0.0,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,39.8,-0.4,0.0,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,39.8,-0.4,0.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
SUP A/8,90.0000,SC A/8 (UKB 457x152x82),90.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,122.0,-4.3,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,120.9,-3.6,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,123.2,-5.0,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,120.9,-3.3,-0.1,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,123.2,-5.3,0.1,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,71.8,20.3,0.0,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,71.8,20.3,0.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,71.8,17.5,0.0,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,71.8,17.5,0.0,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,103.5,-6.9,0.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,103.5,-6.9,0.0,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,103.5,-10.6,0.0,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,103.5,-10.6,0.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,143.0,-26.3,0.0,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,143.0,-26.3,0.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,143.0,-29.8,0.0,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,143.0,-29.8,0.0,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,103.5,-5.7,0.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,103.5,-5.7,0.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,103.5,-7.9,0.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,103.5,-7.9,0.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,42.7,26.5,0.0,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,42.7,26.5,0.0,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,42.7,23.2,0.0,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,42.7,23.2,0.0,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,79.7,-5.3,0.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,79.7,-5.3,0.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,79.7,-9.6,0.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,79.7,-9.6,0.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,125.8,-27.9,0.0,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,125.8,-27.9,0.0,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,125.8,-31.9,0.0,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,125.8,-31.9,0.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,79.7,-3.9,0.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,79.7,-3.9,0.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,79.7,-6.4,0.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,79.7,-6.4,0.0,0.0,0.0,0.0
SUP A/11,0.0000,,,1 (Final) Cb1-1.4D+1.6I+1.6RI,34.2,0.0,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,34.2,0.0,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,34.2,0.0,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,34.2,0.0,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,34.2,0.0,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,29.3,-4.8,-3.4,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,29.3,-4.8,-3.4,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,29.3,-7.7,-1.9,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,29.3,-7.7,-1.9,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,29.3,-1.5,1.2,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,29.3,-1.5,1.2,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,29.3,-5.4,3.2,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,29.3,-5.4,3.2,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,29.3,-4.3,0.7,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,29.3,-4.3,0.7,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,29.3,-7.8,2.6,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,29.3,-7.8,2.6,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,29.3,5.1,1.8,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,29.3,5.1,1.8,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,29.3,2.9,3.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,29.3,2.9,3.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,24.4,-5.6,-4.0,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,24.4,-5.6,-4.0,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,24.4,-9.0,-2.2,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,24.4,-9.0,-2.2,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,24.4,-1.8,1.4,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,24.4,-1.8,1.4,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,24.4,-6.3,3.7,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,24.4,-6.3,3.7,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,24.4,-5.0,0.9,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,24.4,-5.0,0.9,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,24.4,-9.1,3.0,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,24.4,-9.1,3.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,24.4,6.0,2.1,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,24.4,6.0,2.1,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,24.4,3.3,3.5,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,24.4,3.3,3.5,0.0,0.0,0.0
SUP D/5,0.0000,,,1 (Final) Cb1-1.4D+1.6I+1.6RI,146.7,-0.2,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,146.7,-0.2,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,146.7,-0.1,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,146.7,-6.7,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,146.7,6.4,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,116.0,-0.5,0.0,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,116.0,-0.5,0.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,116.0,-0.5,0.0,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,116.0,-0.5,0.0,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,116.0,-0.1,0.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,116.0,-0.1,0.0,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,116.0,-0.1,0.0,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,116.0,-0.1,0.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,116.0,0.3,0.0,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,116.0,0.3,0.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,116.0,0.3,0.0,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,116.0,0.3,0.0,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,116.0,-0.1,0.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,116.0,-0.1,0.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,116.0,-0.1,0.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,116.0,-0.1,0.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,39.8,-0.5,0.0,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,39.8,-0.5,0.0,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,39.8,-0.5,0.0,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,39.8,-0.5,0.0,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,39.8,0.5,0.0,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,39.8,0.5,0.0,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,39.8,0.5,0.0,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,39.8,0.5,0.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,39.8,0.0,0.0,0.0,0.0,0.0
SUP D/8,90.0000,SC D/8 (UKB 457x152x82),90.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,169.9,5.4,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,171.0,6.1,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,168.7,4.6,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,171.9,6.4,0.2,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,167.8,4.3,-0.1,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,174.3,23.0,0.1,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,174.3,23.0,0.1,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,174.3,25.8,0.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,174.3,25.8,0.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,141.3,7.7,0.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,141.3,7.7,0.0,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,141.3,11.4,0.0,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,141.3,11.4,0.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,100.2,-25.6,0.0,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,100.2,-25.6,0.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,100.2,-22.2,0.0,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,100.2,-22.2,0.0,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,141.3,6.6,0.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,141.3,6.6,0.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,141.3,8.7,0.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,141.3,8.7,0.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,131.2,23.3,0.0,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,131.2,23.3,0.0,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,131.2,26.6,0.0,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,131.2,26.6,0.0,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,92.7,5.5,0.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,92.7,5.5,0.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,92.7,9.9,0.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,92.7,9.9,0.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,44.8,-33.4,0.0,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,44.8,-33.4,0.0,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,44.8,-29.4,0.0,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,44.8,-29.4,0.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,92.7,4.2,0.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,92.7,4.2,0.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,92.7,6.7,0.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,92.7,6.7,0.0,0.0,0.0,0.0
SUP D/11,0.0000,,,1 (Final) Cb1-1.4D+1.6I+1.6RI,34.2,0.0,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,34.2,0.0,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,34.2,0.0,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,34.2,0.0,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,34.2,0.0,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,29.3,-3.4,-0.6,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,29.3,-3.4,-0.6,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,29.3,-6.3,-2.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,29.3,-6.3,-2.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,29.3,-1.5,-1.2,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,29.3,-1.5,-1.2,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,29.3,-5.4,-3.2,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,29.3,-5.4,-3.2,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,29.3,-6.0,4.2,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,29.3,-6.0,4.2,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,29.3,-9.6,2.4,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,29.3,-9.6,2.4,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,29.3,5.1,-1.8,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,29.3,5.1,-1.8,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,29.3,2.9,-3.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,29.3,2.9,-3.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,24.4,-4.0,-0.7,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,24.4,-4.0,-0.7,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,24.4,-7.3,-2.4,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,24.4,-7.3,-2.4,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,24.4,-1.8,-1.4,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,24.4,-1.8,-1.4,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,24.4,-6.3,-3.7,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,24.4,-6.3,-3.7,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,24.4,-7.0,4.9,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,24.4,-7.0,4.9,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,24.4,-11.2,2.8,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,24.4,-11.2,2.8,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,24.4,6.0,-2.1,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,24.4,6.0,-2.1,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,24.4,3.3,-3.5,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,24.4,3.3,-3.5,0.0,0.0,0.0
SUP D/13,0.0000,,,1 (Final) Cb1-1.4D+1.6I+1.6RI,29.8,0.0,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,29.8,0.0,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,29.8,0.0,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,29.8,0.0,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,29.8,0.0,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,25.5,3.4,-0.4,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,25.5,3.4,-0.4,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,25.5,6.3,-1.3,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,25.5,6.3,-1.3,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,25.5,-8.7,-2.3,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,25.5,-8.7,-2.3,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,25.5,-4.9,-3.5,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,25.5,-4.9,-3.5,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,25.5,6.0,2.7,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,25.5,6.0,2.7,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,25.5,9.6,1.5,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,25.5,9.6,1.5,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,25.5,0.9,-0.7,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,25.5,0.9,-0.7,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,25.5,3.1,-1.5,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,25.5,3.1,-1.5,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,21.3,4.0,-0.4,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,21.3,4.0,-0.4,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,21.3,7.3,-1.5,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,21.3,7.3,-1.5,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,21.3,-10.2,-2.7,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,21.3,-10.2,-2.7,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,21.3,-5.7,-4.1,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,21.3,-5.7,-4.1,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,21.3,7.0,3.1,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,21.3,7.0,3.1,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,21.3,11.2,1.8,0.0,0.0,0.0
