Foundation Reactions,,,,,,,,,,
,,,,,,,,,,
"Foundation Reactions, First-order linear, Strength Factors",,,,,,,,,,
,,,,,,,,,,
Supports,,,,,,,,,,
Support,"Support
rotation
[°]",Column Ref.,"Column
rotation
[°]",Combination,Reactions,,,,,
,,,,,"Fvert
[kN]","Fmajor
[kN]","Fminor
[kN]","Mmajor
[kNm]","Mminor
[kNm]","Mtor
[kNm]"
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,243.6,36.3,0.1,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,243.6,39.4,0.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,243.6,39.4,0.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,207.7,20.0,0.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,207.7,20.0,0.0,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,207.7,24.2,0.0,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,207.7,24.2,0.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,163.1,-17.9,0.0,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,163.1,-17.9,0.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,163.0,-14.0,0.0,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,163.0,-14.0,0.0,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,207.7,17.9,0.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,207.7,17.9,0.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,207.7,20.3,0.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,207.7,20.3,0.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,162.7,29.7,0.1,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,162.7,29.7,0.1,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,162.6,33.3,0.1,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,162.6,33.3,0.1,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,120.8,10.6,0.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,120.8,10.6,0.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,120.8,15.5,0.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,120.8,15.5,0.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,68.7,-33.6,-0.1,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,68.7,-33.6,-0.1,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,68.6,-29.1,0.0,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,68.6,-29.1,0.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,120.8,8.1,0.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,120.8,8.1,0.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,120.8,11.0,0.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,120.8,11.0,0.0,0.0,0.0,0.0
SUP 7/A,-89.9981,Span 1 Rh Column (UKB 457x152x82),90.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,263.6,19.2,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,262.1,18.2,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,265.2,20.2,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,264.2,19.6,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,263.1,18.8,0.1,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,179.6,-12.6,0.1,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,179.6,-12.6,0.1,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,179.6,-9.2,0.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,179.6,-9.2,0.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,217.1,19.8,0.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,217.1,19.8,0.0,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,217.1,24.3,0.0,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,217.1,24.3,0.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,263.9,41.6,0.0,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,263.9,41.6,0.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,263.9,45.9,0.0,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,263.9,45.9,0.0,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,217.1,17.8,0.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,217.1,17.8,0.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,217.1,20.5,0.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,217.1,20.5,0.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,85.5,-27.2,0.1,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,85.5,-27.2,0.1,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,85.4,-23.2,0.1,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,85.4,-23.2,0.1,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,129.3,10.6,0.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,129.3,10.6,0.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,129.3,15.9,0.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,129.3,15.9,0.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,183.8,36.1,-0.1,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,183.8,36.1,-0.1,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,183.8,41.0,-0.1,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,183.8,41.0,-0.1,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,129.3,8.2,0.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,129.3,8.2,0.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,129.3,11.4,0.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,129.3,11.4,0.0,0.0,0.0,0.0
SUP 7/D,90.0019,Span 1 Lh Column (UKB 457x152x82),-90.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,252.6,17.8,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,254.1,18.9,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,251.1,16.8,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,251.5,17.4,0.3,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,253.7,18.3,-0.2,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,244.4,35.2,0.1,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,244.4,35.2,0.1,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,244.4,38.7,0.1,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,244.4,38.7,0.1,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,208.4,18.7,0.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,208.4,18.7,0.0,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,208.4,23.3,0.0,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,208.4,23.3,0.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,163.5,-20.3,-0.1,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,163.5,-20.3,-0.1,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,163.5,-16.0,-0.1,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,163.5,-16.0,-0.1,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,208.4,16.7,0.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,208.4,16.7,0.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,208.4,19.4,0.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,208.4,19.4,0.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,168.3,29.5,0.1,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,168.3,29.5,0.1,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,168.3,33.5,0.1,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,168.3,33.5,0.1,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,126.3,10.2,0.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,126.3,10.2,0.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,126.3,15.6,0.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,126.3,15.6,0.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,73.9,-35.3,-0.1,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,73.9,-35.3,-0.1,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,73.9,-30.3,-0.1,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,73.9,-30.3,-0.1,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,126.3,7.9,0.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,126.3,7.9,0.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,126.3,11.0,0.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,126.3,11.0,0.0,0.0,0.0,0.0
SUP 10/A,-89.9981,Span 1 Rh Column (UKB 457x152x82),90.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,153.5,28.3,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,152.5,27.5,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,154.5,29.1,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,153.4,28.2,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,153.6,28.4,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,120.9,22.1,0.0,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,120.9,22.1,0.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,120.9,22.1,0.0,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,120.9,22.1,0.0,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,121.4,22.4,0.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,121.4,22.4,0.0,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,121.4,22.4,0.0,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,121.4,22.4,0.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,121.9,22.8,0.0,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,121.9,22.8,0.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,121.9,22.8,0.0,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,121.9,22.8,0.0,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,121.4,22.4,0.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,121.4,22.4,0.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,121.4,22.4,0.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,121.4,22.4,0.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,41.1,7.3,0.0,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,41.1,7.3,0.0,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,41.1,7.3,0.0,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,41.1,7.3,0.0,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,41.7,7.7,0.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,41.7,7.7,0.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,41.6,7.7,0.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,41.6,7.7,0.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,42.3,8.1,0.0,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,42.3,8.1,0.0,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,42.3,8.1,0.0,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,42.3,8.1,0.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,41.7,7.7,0.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,41.7,7.7,0.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,41.6,7.7,0.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,41.6,7.7,0.0,0.0,0.0,0.0
SUP 10/D,90.0019,Span 1 Lh Column (UKB 457x152x82),-90.0000,1 (Final) Cb1-1.4D+1.6I+1.6RI,170.1,28.2,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,171.1,29.0,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,169.1,27.4,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,170.2,28.3,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,170.0,28.2,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,134.7,22.6,0.0,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,134.7,22.6,0.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,134.7,22.6,0.0,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,134.7,22.6,0.0,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,134.5,22.3,0.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,134.5,22.3,0.0,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,134.5,22.3,0.0,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,134.5,22.3,0.0,0.0,0.0,0.0
,,,,14 (Final) Cb3.9-1.2D+1.2I+1.2RI+1.2W,134.3,22.0,0.0,0.0,0.0,0.0
,,,,15 (Final) Cb3.10-1.2D+1.2I+1.2RI+1.2W,134.3,22.0,0.0,0.0,0.0,0.0
,,,,16 (Final) Cb3.11-1.2D+1.2I+1.2RI+1.2W,134.3,22.0,0.0,0.0,0.0,0.0
,,,,17 (Final) Cb3.12-1.2D+1.2I+1.2RI+1.2W,134.3,22.0,0.0,0.0,0.0,0.0
,,,,18 (Final) Cb3.13-1.2D+1.2I+1.2RI+1.2W,134.5,22.3,0.0,0.0,0.0,0.0
,,,,19 (Final) Cb3.14-1.2D+1.2I+1.2RI+1.2W,134.5,22.3,0.0,0.0,0.0,0.0
,,,,20 (Final) Cb3.15-1.2D+1.2I+1.2RI+1.2W,134.5,22.3,0.0,0.0,0.0,0.0
,,,,21 (Final) Cb3.16-1.2D+1.2I+1.2RI+1.2W,134.5,22.3,0.0,0.0,0.0,0.0
,,,,22 (Final) Cb5.1-D+1.4W,46.4,8.0,0.0,0.0,0.0,0.0
,,,,23 (Final) Cb5.2-D+1.4W,46.4,8.0,0.0,0.0,0.0,0.0
,,,,24 (Final) Cb5.3-D+1.4W,46.4,8.0,0.0,0.0,0.0,0.0
,,,,25 (Final) Cb5.4-D+1.4W,46.4,8.0,0.0,0.0,0.0,0.0
,,,,26 (Final) Cb5.5-D+1.4W,46.2,7.7,0.0,0.0,0.0,0.0
,,,,27 (Final) Cb5.6-D+1.4W,46.2,7.7,0.0,0.0,0.0,0.0
,,,,28 (Final) Cb5.7-D+1.4W,46.2,7.7,0.0,0.0,0.0,0.0
,,,,29 (Final) Cb5.8-D+1.4W,46.2,7.7,0.0,0.0,0.0,0.0
,,,,30 (Final) Cb5.9-D+1.4W,45.9,7.3,0.0,0.0,0.0,0.0
,,,,31 (Final) Cb5.10-D+1.4W,45.9,7.3,0.0,0.0,0.0,0.0
,,,,32 (Final) Cb5.11-D+1.4W,45.9,7.3,0.0,0.0,0.0,0.0
,,,,33 (Final) Cb5.12-D+1.4W,45.9,7.3,0.0,0.0,0.0,0.0
,,,,34 (Final) Cb5.13-D+1.4W,46.2,7.7,0.0,0.0,0.0,0.0
,,,,35 (Final) Cb5.14-D+1.4W,46.2,7.7,0.0,0.0,0.0,0.0
,,,,36 (Final) Cb5.15-D+1.4W,46.2,7.7,0.0,0.0,0.0,0.0
,,,,37 (Final) Cb5.16-D+1.4W,46.2,7.7,0.0,0.0,0.0,0.0
SUP A/5,0.0000,,,1 (Final) Cb1-1.4D+1.6I+1.6RI,146.7,0.1,0.0,0.0,0.0,0.0
,,,,2 (Final) Cb1.1-1.4D+1.6I+1.6RI+NHFDir1+,146.7,0.2,0.0,0.0,0.0,0.0
,,,,3 (Final) Cb1.2-1.4D+1.6I+1.6RI+NHFDir1-,146.7,0.1,0.0,0.0,0.0,0.0
,,,,4 (Final) Cb1.3-1.4D+1.6I+1.6RI+NHFDir2+,146.7,-1.2,0.0,0.0,0.0,0.0
,,,,5 (Final) Cb1.4-1.4D+1.6I+1.6RI+NHFDir2-,146.7,1.4,0.0,0.0,0.0,0.0
,,,,6 (Final) Cb3.1-1.2D+1.2I+1.2RI+1.2W,116.0,0.4,0.0,0.0,0.0,0.0
,,,,7 (Final) Cb3.2-1.2D+1.2I+1.2RI+1.2W,116.0,0.4,0.0,0.0,0.0,0.0
,,,,8 (Final) Cb3.3-1.2D+1.2I+1.2RI+1.2W,116.0,0.4,0.0,0.0,0.0,0.0
,,,,9 (Final) Cb3.4-1.2D+1.2I+1.2RI+1.2W,116.0,0.4,0.0,0.0,0.0,0.0
,,,,10 (Final) Cb3.5-1.2D+1.2I+1.2RI+1.2W,116.0,0.1,0.0,0.0,0.0,0.0
,,,,11 (Final) Cb3.6-1.2D+1.2I+1.2RI+1.2W,116.0,0.1,0.0,0.0,0.0,0.0
,,,,12 (Final) Cb3.7-1.2D+1.2I+1.2RI+1.2W,116.0,0.1,0.0,0.0,0.0,0.0
,,,,13 (Final) Cb3.8-1.2D+1.2I+1.2RI+1.2W,116.0,0.1,0.0,0.0,0.0,0.0
